bin,area_km2,percent,cumulative_percent
≤4 km,0.0,0.0,0.0
4-5 km,866.8697930347578,0.011934323479856044,0.011934323479856044
5-6 km,36013.596307999775,0.49580445813894636,0.5077387816188024
6-7 km,304350.3723663293,4.190036178696075,4.697774960314877
7-8 km,197783.51307858498,2.7229146095848895,7.420689569899766
8-10 km,1371312.1328663162,18.879055097980274,26.299744667880038
>10 km,5353342.834572997,73.70025533211995,99.99999999999999
